Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,Lane,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Replicate,Sample Name,source_name,SRA Study,Cell_Line,Temperature,Treatment,SAMPLE_TYPE
SRR13118681,OTHER,75,198654975,PRJNA680344,SAMN16878135,78724619,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9560768,GSM4931971,NextSeq 500,4,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2020-11-25T00:00:00Z,A,GSM4931971,Huh-7.5 cells,SRP293765,Huh-7.5 cells,37,mock,
SRR13118682,OTHER,75,238582350,PRJNA680344,SAMN16878134,92599107,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9560769,GSM4931972,NextSeq 500,1,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2020-11-25T00:00:00Z,B,GSM4931972,Huh-7.5 cells,SRP293765,Huh-7.5 cells,37,mock,
SRR13118683,OTHER,75,237348600,PRJNA680344,SAMN16878133,92896944,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9560770,GSM4931973,NextSeq 500,2,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2020-11-25T00:00:00Z,B,GSM4931973,Huh-7.5 cells,SRP293765,Huh-7.5 cells,37,mock,
SRR13118684,OTHER,75,235271100,PRJNA680344,SAMN16878132,92828465,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9560771,GSM4931974,NextSeq 500,3,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2020-11-25T00:00:00Z,B,GSM4931974,Huh-7.5 cells,SRP293765,Huh-7.5 cells,37,mock,
SRR13118685,OTHER,75,237668400,PRJNA680344,SAMN16878137,93819237,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9560772,GSM4931975,NextSeq 500,4,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2020-11-25T00:00:00Z,B,GSM4931975,Huh-7.5 cells,SRP293765,Huh-7.5 cells,37,mock,
SRR13118686,OTHER,75,195340350,PRJNA680344,SAMN16878136,74280306,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9560773,GSM4931976,NextSeq 500,1,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2020-11-25T00:00:00Z,C,GSM4931976,Huh-7.5 cells,SRP293765,Huh-7.5 cells,37,mock,
SRR13118687,OTHER,75,149089050,PRJNA680344,SAMN16878131,55188657,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9560774,GSM4931977,NextSeq 500,2,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2020-11-25T00:00:00Z,C,GSM4931977,Huh-7.5 cells,SRP293765,Huh-7.5 cells,37,mock,
SRR13118688,OTHER,75,189682050,PRJNA680344,SAMN16878172,73278537,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9560775,GSM4931978,NextSeq 500,3,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2020-11-25T00:00:00Z,C,GSM4931978,Huh-7.5 cells,SRP293765,Huh-7.5 cells,37,mock,
SRR13118689,OTHER,75,152302200,PRJNA680344,SAMN16878171,57308067,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9560776,GSM4931979,NextSeq 500,4,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2020-11-25T00:00:00Z,C,GSM4931979,Huh-7.5 cells,SRP293765,Huh-7.5 cells,37,mock,
SRR13118690,OTHER,75,194939550,PRJNA680344,SAMN16878170,75735595,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9560777,GSM4931980,NextSeq 500,1,SINGLE,other,GENOMIC,synthetic construct,ILLUMINA,2020-11-25T00:00:00Z,A,GSM4931980,Brunello plasmid DNA library,SRP293765,,,,Brunello plasmid DNA library
SRR13118691,OTHER,75,193429425,PRJNA680344,SAMN16878169,75906653,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9560778,GSM4931981,NextSeq 500,2,SINGLE,other,GENOMIC,synthetic construct,ILLUMINA,2020-11-25T00:00:00Z,A,GSM4931981,Brunello plasmid DNA library,SRP293765,,,,Brunello plasmid DNA library
SRR13118692,OTHER,75,191191125,PRJNA680344,SAMN16878168,75456784,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9560779,GSM4931982,NextSeq 500,3,SINGLE,other,GENOMIC,synthetic construct,ILLUMINA,2020-11-25T00:00:00Z,A,GSM4931982,Brunello plasmid DNA library,SRP293765,,,,Brunello plasmid DNA library
SRR13118693,OTHER,75,192893175,PRJNA680344,SAMN16878167,76329354,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9560780,GSM4931983,NextSeq 500,4,SINGLE,other,GENOMIC,synthetic construct,ILLUMINA,2020-11-25T00:00:00Z,A,GSM4931983,Brunello plasmid DNA library,SRP293765,,,,Brunello plasmid DNA library
