Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,Lane,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Replicate,Sample Name,source_name,SRA Study,Cell_Line,Temperature,Treatment,SAMPLE_TYPE
SRR13118537,OTHER,76,83257544,PRJNA680345,SAMN16876657,29590478,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9560624,GSM4932051,NextSeq 500,4,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2020-11-25T00:00:00Z,B,GSM4932051,Huh-7.5 cells,SRP293819,Huh-7.5 cells,37,SARS-CoV-2,
SRR13118538,OTHER,76,81411428,PRJNA680345,SAMN16876656,28580811,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9560625,GSM4932052,NextSeq 500,1,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2020-11-25T00:00:00Z,C,GSM4932052,Huh-7.5 cells,SRP293819,Huh-7.5 cells,37,SARS-CoV-2,
SRR13118539,OTHER,76,81680012,PRJNA680345,SAMN16876655,28946036,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9560626,GSM4932053,NextSeq 500,2,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2020-11-25T00:00:00Z,C,GSM4932053,Huh-7.5 cells,SRP293819,Huh-7.5 cells,37,SARS-CoV-2,
SRR13118540,OTHER,76,81988876,PRJNA680345,SAMN16876654,29266388,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9560627,GSM4932054,NextSeq 500,3,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2020-11-25T00:00:00Z,C,GSM4932054,Huh-7.5 cells,SRP293819,Huh-7.5 cells,37,SARS-CoV-2,
SRR13118541,OTHER,76,82308836,PRJNA680345,SAMN16876653,29361694,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9560628,GSM4932055,NextSeq 500,4,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2020-11-25T00:00:00Z,C,GSM4932055,Huh-7.5 cells,SRP293819,Huh-7.5 cells,37,SARS-CoV-2,
SRR13118542,OTHER,76,81034164,PRJNA680345,SAMN16876652,28330387,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9560629,GSM4932056,NextSeq 500,1,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2020-11-25T00:00:00Z,A,GSM4932056,Huh-7.5 cells,SRP293819,Huh-7.5 cells,37,baseline,
SRR13118543,OTHER,76,81191712,PRJNA680345,SAMN16876651,28674853,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9560630,GSM4932057,NextSeq 500,2,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2020-11-25T00:00:00Z,A,GSM4932057,Huh-7.5 cells,SRP293819,Huh-7.5 cells,37,baseline,
SRR13118544,OTHER,76,81382928,PRJNA680345,SAMN16876719,28968520,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9560631,GSM4932058,NextSeq 500,3,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2020-11-25T00:00:00Z,A,GSM4932058,Huh-7.5 cells,SRP293819,Huh-7.5 cells,37,baseline,
SRR13118545,OTHER,76,81690196,PRJNA680345,SAMN16876718,29071282,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9560632,GSM4932059,NextSeq 500,4,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2020-11-25T00:00:00Z,A,GSM4932059,Huh-7.5 cells,SRP293819,Huh-7.5 cells,37,baseline,
SRR13118546,OTHER,76,89409136,PRJNA680345,SAMN16876717,30986608,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9560633,GSM4932060,NextSeq 500,1,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2020-11-25T00:00:00Z,A,GSM4932060,Huh-7.5 cells,SRP293819,Huh-7.5 cells,33,HCoV-OC43,
SRR13118547,OTHER,76,89165708,PRJNA680345,SAMN16876716,31190153,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9560634,GSM4932061,NextSeq 500,2,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2020-11-25T00:00:00Z,A,GSM4932061,Huh-7.5 cells,SRP293819,Huh-7.5 cells,33,HCoV-OC43,
SRR13118548,OTHER,76,90075580,PRJNA680345,SAMN16876715,31758250,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9560635,GSM4932062,NextSeq 500,3,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2020-11-25T00:00:00Z,A,GSM4932062,Huh-7.5 cells,SRP293819,Huh-7.5 cells,33,HCoV-OC43,
SRR13118549,OTHER,76,90058936,PRJNA680345,SAMN16876714,31734055,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9560636,GSM4932063,NextSeq 500,4,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2020-11-25T00:00:00Z,A,GSM4932063,Huh-7.5 cells,SRP293819,Huh-7.5 cells,33,HCoV-OC43,
SRR13118550,OTHER,76,80389912,PRJNA680345,SAMN16876713,28089462,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9560637,GSM4932064,NextSeq 500,1,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2020-11-25T00:00:00Z,B,GSM4932064,Huh-7.5 cells,SRP293819,Huh-7.5 cells,33,HCoV-OC43,
SRR13118551,OTHER,76,80421376,PRJNA680345,SAMN16876712,28369514,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9560638,GSM4932065,NextSeq 500,2,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2020-11-25T00:00:00Z,B,GSM4932065,Huh-7.5 cells,SRP293819,Huh-7.5 cells,33,HCoV-OC43,
SRR13118552,OTHER,76,80983624,PRJNA680345,SAMN16876711,28790816,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9560639,GSM4932066,NextSeq 500,3,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2020-11-25T00:00:00Z,B,GSM4932066,Huh-7.5 cells,SRP293819,Huh-7.5 cells,33,HCoV-OC43,
SRR13118553,OTHER,76,81099904,PRJNA680345,SAMN16876710,28807278,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9560640,GSM4932067,NextSeq 500,4,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2020-11-25T00:00:00Z,B,GSM4932067,Huh-7.5 cells,SRP293819,Huh-7.5 cells,33,HCoV-OC43,
SRR13118554,OTHER,76,81008780,PRJNA680345,SAMN16876709,28184913,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9560641,GSM4932068,NextSeq 500,1,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2020-11-25T00:00:00Z,C,GSM4932068,Huh-7.5 cells,SRP293819,Huh-7.5 cells,33,HCoV-OC43,
SRR13118555,OTHER,76,80680156,PRJNA680345,SAMN16876708,28341706,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9560642,GSM4932069,NextSeq 500,2,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2020-11-25T00:00:00Z,C,GSM4932069,Huh-7.5 cells,SRP293819,Huh-7.5 cells,33,HCoV-OC43,
SRR13118556,OTHER,76,81411580,PRJNA680345,SAMN16876707,28819232,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9560643,GSM4932070,NextSeq 500,3,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2020-11-25T00:00:00Z,C,GSM4932070,Huh-7.5 cells,SRP293819,Huh-7.5 cells,33,HCoV-OC43,
SRR13118557,OTHER,76,81454824,PRJNA680345,SAMN16876706,28812692,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9560644,GSM4932071,NextSeq 500,4,SINGLE,other,GENOMIC,Homo sapiens,ILLUMINA,2020-11-25T00:00:00Z,C,GSM4932071,Huh-7.5 cells,SRP293819,Huh-7.5 cells,33,HCoV-OC43,
SRR13118558,OTHER,76,94958884,PRJNA680345,SAMN16876705,33228357,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9560645,GSM4932072,NextSeq 500,1,SINGLE,other,GENOMIC,synthetic construct,ILLUMINA,2020-11-25T00:00:00Z,A,GSM4932072,Krogan plasmid DNA library,SRP293819,,,,Krogan plasmid DNA library
SRR13118559,OTHER,76,94906672,PRJNA680345,SAMN16876704,33502361,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9560646,GSM4932073,NextSeq 500,2,SINGLE,other,GENOMIC,synthetic construct,ILLUMINA,2020-11-25T00:00:00Z,A,GSM4932073,Krogan plasmid DNA library,SRP293819,,,,Krogan plasmid DNA library
SRR13118560,OTHER,76,95478648,PRJNA680345,SAMN16876703,33994584,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9560647,GSM4932074,NextSeq 500,3,SINGLE,other,GENOMIC,synthetic construct,ILLUMINA,2020-11-25T00:00:00Z,A,GSM4932074,Krogan plasmid DNA library,SRP293819,,,,Krogan plasmid DNA library
SRR13118561,OTHER,76,95555028,PRJNA680345,SAMN16876702,33992724,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9560648,GSM4932075,NextSeq 500,4,SINGLE,other,GENOMIC,synthetic construct,ILLUMINA,2020-11-25T00:00:00Z,A,GSM4932075,Krogan plasmid DNA library,SRP293819,,,,Krogan plasmid DNA library
